source,year,month,reporting_month,circle,division,subdivision,section,area,cat_code,category,total_services,billed_services,units,load
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,ARUNODAYA COLONY-II,9,EV CHARGING STATIONS,1,1,4161.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,S B H COLONY (V-1),9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SARSWATHI NAGAR COLONY,9,EV CHARGING STATIONS,1,1,1921.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,9,EV CHARGING STATIONS,1,1,4594.0,21.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,BANDLAGUDA,9,EV CHARGING STATIONS,1,1,0.0,18.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SURYODAYANAGAR COL,9,EV CHARGING STATIONS,1,1,13944.0,53.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY RD 1 2 3 4 5 & 6,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,ROCK TOWN-II,9,EV CHARGING STATIONS,1,1,6682.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,SAI NAGAR COLONY-3,9,EV CHARGING STATIONS,1,1,14349.0,53.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,SRINIVASA HILLS,9,EV CHARGING STATIONS,1,1,653.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,TYAGA RAYA NAGAR,9,EV CHARGING STATIONS,1,1,3320.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,BANDLAGUDA,VIJAYA GARDEN,9,EV CHARGING STATIONS,1,1,1120.0,65.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,HAYATH NAGAR,R K PURAM,9,EV CHARGING STATIONS,1,1,0.0,30.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,RAMAKRISHNAPURAM,NEW INDIRA NAGAR,9,EV CHARGING STATIONS,1,1,645.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,RAMAKRISHNAPURAM,NEW NAGOLE,9,EV CHARGING STATIONS,1,1,265.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,BALJAGUDA ROAD JANACHATANIAH,9,EV CHARGING STATIONS,1,1,929.0,22.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,RAMAKRISHNAPURAM,VIJAYA PURI,9,EV CHARGING STATIONS,2,2,9064.0,108.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,CT METERS,9,EV CHARGING STATIONS,2,2,24921.0,107.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,CHANDRAPURI COLONY,9,EV CHARGING STATIONS,1,1,5161.0,65.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,HV-1,9,EV CHARGING STATIONS,1,1,582.0,13.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,JINKALA BAVI,9,EV CHARGING STATIONS,1,1,3425.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,9,EV CHARGING STATIONS,1,1,0.0,7.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,BADANGPET,9,EV CHARGING STATIONS,1,1,159.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,ABDULLA PUR METT,9,EV CHARGING STATIONS,2,2,2582.0,108.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,MANNE GUDA,9,EV CHARGING STATIONS,1,1,5.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,GOUTHAMI NAGAR,9,EV CHARGING STATIONS,1,1,9403.0,79.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,BATA SINGARAM,9,EV CHARGING STATIONS,1,1,1060.0,30.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,BATASINGARAM,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,NADERGUL,9,EV CHARGING STATIONS,1,1,837.0,30.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,NGO S COLONY,9,EV CHARGING STATIONS,2,2,5366.0,108.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,NGOS COLONY SECTOR III,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,PATI GUDA,9,EV CHARGING STATIONS,1,1,7946.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,R.S.S.GROUNDS,9,EV CHARGING STATIONS,1,1,7160.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,JAFFAR GUDA,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,CT METERS,9,EV CHARGING STATIONS,5,5,11175.0,270.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,"SECTOR-5,NGOS COLONY",9,EV CHARGING STATIONS,1,1,1838.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,KOTHA GUDA,9,EV CHARGING STATIONS,1,1,569.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SAGAR ENCLAVE,9,EV CHARGING STATIONS,1,1,23.0,53.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,ABDULLAPURMET,OUTER RING ROAD,9,EV CHARGING STATIONS,2,2,12.0,108.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,VIJAYAPURI COLONY PHASE - I,9,EV CHARGING STATIONS,1,1,18.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,ADIBATLA,ADIBATLA,9,EV CHARGING STATIONS,2,2,9293.0,202.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,ADIBATLA,CHINTA PALLY GUDA,9,EV CHARGING STATIONS,1,1,50.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,VIVEKANANDA NAGAR,9,EV CHARGING STATIONS,1,1,69.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,YASHODA NAGAR,9,EV CHARGING STATIONS,1,1,2536.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,ADIBATLA,M. P. PATEL GUDA,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,MEERPET JILLELGUDA CT METERS,9,EV CHARGING STATIONS,2,2,9798.0,108.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,ADIBATLA,MANGAL PALLY,9,EV CHARGING STATIONS,1,1,193.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,INJAPUR,INJAPUR,9,EV CHARGING STATIONS,2,1,0.0,84.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV & STLIGHT,9,EV CHARGING STATIONS,1,,0.0,5.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,9,EV CHARGING STATIONS,1,1,219.0,22.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,PHASE5,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,S N REDDY NAGAR,9,EV CHARGING STATIONS,1,1,0.0,30.0
TG-SPDCL,2026,3,2026-03,SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,CT METERS KARKHANA (GRP-M),9,EV CHARGING STATIONS,1,1,1641.0,54.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,LALLAGUDA,C T METERS,9,EV CHARGING STATIONS,2,2,5623.0,107.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PADMARAO NAGAR,C T METERS,9,EV CHARGING STATIONS,1,1,3883.0,54.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,RAVINDERA NAGAR NORTH,9,EV CHARGING STATIONS,1,1,3007.0,8.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,SECUNDERABAD,LALBAZAR,R.P. NILAYAM,HIGH VALVE-CT METERS (GRP-M),9,EV CHARGING STATIONS,3,3,13600.0,160.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,SECUNDERABAD,MAREDPALLY,MARREDPALLY,CT METERS (GRP-M),9,EV CHARGING STATIONS,2,2,3296.0,108.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,SECUNDERABAD,MAREDPALLY,MARREDPALLY,EAST MARRED PALLY (GRP-A),9,EV CHARGING STATIONS,1,,0.0,8.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,CT METERS (GRP-M),9,EV CHARGING STATIONS,1,1,2076.0,54.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),9,EV CHARGING STATIONS,1,1,769.0,10.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,SECUNDERABAD,MAREDPALLY,GYMKHANA,CT METERS (GRP-M),9,EV CHARGING STATIONS,2,2,3787.0,94.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,C T METERS,9,EV CHARGING STATIONS,4,4,28313.0,236.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GOKUL NAGAR,9,EV CHARGING STATIONS,1,1,279.0,5.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GRC HV TARNAKA,9,EV CHARGING STATIONS,1,1,7157.0,10.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,SECUNDERABAD,LALBAZAR,LALBAZAR,CT METERS (GRP-M),9,EV CHARGING STATIONS,1,1,1680.0,53.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,GIRI NAGAR (GRP-B),9,EV CHARGING STATIONS,1,,0.0,2.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BORE-ST-GRC(AGL) (GRP-M),9,EV CHARGING STATIONS,1,1,6558.0,15.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,RR NAGAR & PS COLONY (GRP-M),9,EV CHARGING STATIONS,1,1,3318.0,54.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,CT METERS (GRP-M),9,EV CHARGING STATIONS,1,1,20721.0,53.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,CT METERS,9,EV CHARGING STATIONS,3,3,21419.0,134.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE  A,9,EV CHARGING STATIONS,1,1,158.0,10.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),9,EV CHARGING STATIONS,2,2,5921.0,35.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),9,EV CHARGING STATIONS,2,2,80.0,4.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,SVCIE-CT METER (GRP-M),9,EV CHARGING STATIONS,1,1,454.0,54.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,C.T.METER  GRC (GRP-M),9,EV CHARGING STATIONS,3,3,27923.0,179.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,ASBESTOS CLY-II 415-812(GRP-B),9,EV CHARGING STATIONS,1,1,0.0,2.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,PARADISE,JAMES STREET,CLOCK TOWER,GRC HV CLOCK TOWER,9,EV CHARGING STATIONS,1,1,0.0,15.0
TG-SPDCL,2026,3,2026-03,SECUNDERABAD,PARADISE,JAMES STREET,CLOCK TOWER,ONLY CT METERS,9,EV CHARGING STATIONS,2,2,5890.0,108.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,SIDDIPET,SIDDIPET RURAL,MEDIPALLY,ANANTA SAGAR,9,EV CHARGING STATIONS,1,1,380.0,54.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,SIDDIPET,DUBBAK,AKBARPET-BHOMPALLY,BHOOMPALLY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-II,ASST ENGINEER TOWN-II,9,EV CHARGING STATIONS,1,1,264.0,30.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,SIDDIPET,SIDDIPET RURAL,SIDDIPET URBAN,PONNAL,9,EV CHARGING STATIONS,2,2,857.0,84.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,SIDDIPET,SIDDIPET TOWN,SIDDIPET TOWN-I,AE TOWN-1-HV,9,EV CHARGING STATIONS,2,2,5685.0,108.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,GAJWEL,MULUGU,WARGAL,GOWRARAM,9,EV CHARGING STATIONS,2,2,3154.0,108.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,GAJWEL,GAJWEL,GAJWEL,GAJWEL,9,EV CHARGING STATIONS,2,2,394.0,108.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,KODAKANDLA,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,RIMMANAGUDA,9,EV CHARGING STATIONS,3,3,4379.0,133.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,GAJWEL,TUKKAPUR,KONDAPAK,THIMMAREDDY PALLY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,GAJWEL,TUKKAPUR,KONDAPAK,VELKATTA,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SIDDIPET,GAJWEL,MULUGU,MULUGU,CH.TIMMAPUR,9,EV CHARGING STATIONS,1,1,21.0,54.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,THAMMARA,9,EV CHARGING STATIONS,1,1,37.0,54.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,HUZURNAGAR,HUZURNAGAR TOWN,REDDY BAZAR,9,EV CHARGING STATIONS,1,1,1238.0,30.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,33/11KV SS OUTDOOR BACK SIDE A,9,EV CHARGING STATIONS,1,1,1172.0,30.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,BALAJI NAGAR,9,EV CHARGING STATIONS,1,1,10.0,54.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,9,EV CHARGING STATIONS,2,2,988.0,72.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,NALLABANDAGUDEM  A,9,EV CHARGING STATIONS,1,1,1.0,55.0
TG-SPDCL,2026,3,2026-03,SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,DURAJPALLY,9,EV CHARGING STATIONS,2,2,2549.0,108.0
TG-SPDCL,2026,3,2026-03,SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,IMAMPETA,9,EV CHARGING STATIONS,1,1,11.0,60.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,MUNAGALA,ANANTHAGIRI,SHANTHINAGAR,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,PILLALAMARRY,9,EV CHARGING STATIONS,1,1,0.0,18.0
TG-SPDCL,2026,3,2026-03,SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,UNDRUGONDA,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,HUSSAINABAD,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,RAYANGUDEM,9,EV CHARGING STATIONS,4,4,22981.0,259.0
TG-SPDCL,2026,3,2026-03,SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI A,9,EV CHARGING STATIONS,3,3,1305.0,162.0
TG-SPDCL,2026,3,2026-03,SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,9,EV CHARGING STATIONS,1,1,17.0,15.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,AKUPAMLA,9,EV CHARGING STATIONS,2,2,3447.0,113.0
TG-SPDCL,2026,3,2026-03,SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,CT METER,9,EV CHARGING STATIONS,2,2,678.0,69.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,MUKUNDAPURAM,9,EV CHARGING STATIONS,1,1,215.0,54.0
TG-SPDCL,2026,3,2026-03,SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,TADVAI,9,EV CHARGING STATIONS,1,1,63.0,54.0
TG-SPDCL,2026,3,2026-03,VIKARABAD,VIKARABAD,PARGI,PARGI,PARGI,9,EV CHARGING STATIONS,1,1,12.0,54.0
TG-SPDCL,2026,3,2026-03,VIKARABAD,VIKARABAD,PARGI,PARGI,PARGI HV,9,EV CHARGING STATIONS,1,1,7.0,54.0
TG-SPDCL,2026,3,2026-03,VIKARABAD,VIKARABAD,PARGI,PUDUR,GANGU PALLY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,WANAPARTHY,WANAPARTHY,KOTHAKOTA,PEBBAIR,RANGAPUR,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,WANAPARTHY,WANAPARTHY,WANAPARTHY,WANAPARTHY RURA,NAGAVARAM,9,EV CHARGING STATIONS,1,1,1007.0,54.0
TG-SPDCL,2026,3,2026-03,WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,AMADABAKULA,9,EV CHARGING STATIONS,1,1,1927.0,54.0
TG-SPDCL,2026,3,2026-03,WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,KANIMETTA,9,EV CHARGING STATIONS,2,2,447.0,80.0
TG-SPDCL,2026,3,2026-03,WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,MUMMALLAPALLY,9,EV CHARGING STATIONS,1,1,3167.0,54.0
TG-SPDCL,2026,3,2026-03,WANAPARTHY,WANAPARTHY,KOTHAKOTA,KOTHAKOTA,PALEM,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BHONGIR,M.T.PALLY,MULAKALAPALLY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BHONGIR,M.T.PALLY,VASALAMARRY,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,BHONGIR(T),9,EV CHARGING STATIONS,2,2,6819.0,114.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BIBINAGAR,BIBINAGAR,BIBINAGR HQ,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,HANUMAPUR,9,EV CHARGING STATIONS,1,1,70.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BIBINAGAR,BIBINAGAR,GUDOOR,9,EV CHARGING STATIONS,1,1,244.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BIBINAGAR,BIBINAGAR,KONDAMADUGU,9,EV CHARGING STATIONS,1,1,18.0,60.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,PAGIDIPALLY,9,EV CHARGING STATIONS,2,2,166.0,108.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BHONGIR,BHONGIR - TOWN,SANJEEVA NAGAR HANMANWADA,9,EV CHARGING STATIONS,1,1,4822.0,60.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,JAMMAPUR,9,EV CHARGING STATIONS,1,1,8.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,RAIGIR,9,EV CHARGING STATIONS,5,5,9174.0,251.38
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,BHONGIR,BHONGIR _ RURAL,WADAIGUDEM,9,EV CHARGING STATIONS,1,1,334.0,55.0
TG-SPDCL,2026,3,2026-03,YADADRI,CHOUTUPPAL,RAMANNAPET,RAMANNAPET,B. CYCLE,9,EV CHARGING STATIONS,1,,0.0,60.0
TG-SPDCL,2026,3,2026-03,YADADRI,CHOUTUPPAL,RAMANNAPET,RAMANNAPET,BHOGARAM,9,EV CHARGING STATIONS,1,,0.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,TOOFRAN PET,9,EV CHARGING STATIONS,3,3,977.0,162.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,ALER,ALAIR,"JMJ SCHOOL,BERAPA TEMPLE,MILK",9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,BHONGIR,ALER,ALAIR,TANGUTOOR,9,EV CHARGING STATIONS,1,1,0.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LAKKARAM,9,EV CHARGING STATIONS,1,1,88.0,54.0
TG-SPDCL,2026,3,2026-03,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,9,EV CHARGING STATIONS,2,2,1010.0,94.0
TG-SPDCL,2026,3,2026-03,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,MALKAPOOR,9,EV CHARGING STATIONS,1,1,214.0,40.0
TG-SPDCL,2026,3,2026-03,YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,PANTHANGI,9,EV CHARGING STATIONS,2,2,0.0,108.0
TG-SPDCL,2026,4,2026-04,BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,CT METERS,9,EV CHARGING STATIONS,3,3,44893.0,161.0
TG-SPDCL,2026,4,2026-04,BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,GRC HV BORABANDA,9,EV CHARGING STATIONS,1,1,27757.0,53.0
TG-SPDCL,2026,4,2026-04,BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,GRC HV MOTINAGAR,9,EV CHARGING STATIONS,2,2,4124.0,65.0
TG-SPDCL,2026,4,2026-04,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HV ROAD NO 56 TO 68 & 10 TO 22,9,EV CHARGING STATIONS,2,2,4501.0,69.0
TG-SPDCL,2026,4,2026-04,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JAYABHERI ENCLAVE, OFFI BESIDE",9,EV CHARGING STATIONS,4,3,26973.0,182.0
